kickoff,season,home_team,away_team,home_team_score,away_team_score,home_penalty_score,away_penalty_score,is_playoff
2022-04-17 18:00:00,2022 Challenge Cup,RGN,LA,2,1,0,0,False
2022-04-17 19:00:00,2022 Challenge Cup,POR,SD,3,2,0,0,False
2022-04-23 13:00:00,2022 Challenge Cup,NC,WAS,2,2,0,0,False
2022-04-23 19:00:00,2022 Challenge Cup,NJY,ORL,1,1,0,0,False
2022-04-23 22:00:00,2022 Challenge Cup,SD,RGN,1,1,0,0,False
2022-04-24 17:00:00,2022 Challenge Cup,KCC,CHI,2,1,0,0,False
2022-04-24 18:00:00,2022 Challenge Cup,HOU,LOU,2,1,0,0,False
2022-04-24 21:00:00,2022 Challenge Cup,LA,POR,1,0,0,0,False
2022-04-29 22:30:00,2022,LA,NC,2,1,0,0,False
2022-04-30 18:00:00,2022,POR,KCC,3,0,0,0,False
2022-04-30 20:00:00,2022,CHI,LOU,2,1,0,0,False
2022-05-01 17:00:00,2022,WAS,RGN,2,1,0,0,False
2022-05-01 19:00:00,2022,ORL,NJY,0,3,0,0,False
2022-05-01 19:00:00,2022,HOU,SD,0,1,0,0,False
2022-05-04 20:00:00,2022 Challenge Cup,RGN,WAS,0,0,8,9,True
2022-05-04 20:30:00,2022 Challenge Cup,KCC,NC,1,2,0,0,True
2022-05-07 13:00:00,2022 Challenge Cup,NC,WAS,2,1,0,0,True
2022-05-07 22:00:00,2022,SD,NJY,4,0,0,0,False
2022-05-08 17:00:00,2022,KCC,HOU,0,2,0,0,False
2022-05-08 18:00:00,2022,RGN,LOU,2,2,0,0,False
2022-05-08 20:00:00,2022,LA,ORL,0,1,0,0,False
2022-05-13 22:30:00,2022,POR,RGN,0,0,0,0,False
2022-05-14 18:30:00,2022,ORL,KCC,2,2,0,0,False
2022-05-14 20:00:00,2022,LOU,HOU,1,1,0,0,False
2022-05-15 17:00:00,2022,SD,CHI,2,1,0,0,False
2022-05-15 17:00:00,2022,WAS,LA,0,1,0,0,False
2022-05-18 19:00:00,2022,NC,ORL,1,2,0,0,False
2022-05-18 19:30:00,2022,LOU,SD,1,0,0,0,False
2022-05-18 22:00:00,2022,POR,WAS,1,1,0,0,False
2022-05-21 18:00:00,2022,POR,HOU,0,2,0,0,False
2022-05-21 22:30:00,2022,LA,KCC,1,0,0,0,False
2022-05-22 14:00:00,2022,NC,SD,0,1,0,0,False
2022-05-22 17:00:00,2022,NJY,LOU,0,1,0,0,False
2022-05-22 18:00:00,2022,RGN,WAS,0,0,0,0,False
2022-05-22 19:00:00,2022,ORL,CHI,2,4,0,0,False
2022-05-25 22:00:00,2022,RGN,KCC,1,0,0,0,False
2022-05-27 19:00:00,2022,ORL,WAS,2,2,0,0,False
2022-05-28 20:00:00,2022,CHI,POR,2,2,0,0,False
2022-05-29 15:00:00,2022,RGN,SD,1,0,0,0,False
2022-05-29 19:00:00,2022,HOU,NC,1,1,0,0,False
2022-05-29 20:00:00,2022,LA,NJY,0,1,0,0,False
2022-05-30 15:00:00,2022,KCC,LOU,1,0,0,0,False
2022-06-01 19:30:00,2022,WAS,CHI,1,1,0,0,False
2022-06-03 20:30:00,2022,HOU,ORL,5,0,0,0,False
2022-06-03 22:30:00,2022,POR,LA,3,0,0,0,False
2022-06-04 15:00:00,2022,CHI,RGN,1,0,0,0,False
2022-06-04 19:00:00,2022,NJY,WAS,1,0,0,0,False
2022-06-04 20:00:00,2022,LOU,NC,0,3,0,0,False
2022-06-04 20:30:00,2022,KCC,SD,2,2,0,0,False
2022-06-07 22:00:00,2022,LA,HOU,0,0,0,0,False
2022-06-08 20:00:00,2022,CHI,WAS,0,0,0,0,False
2022-06-08 22:00:00,2022,SD,POR,2,2,0,0,False
2022-06-11 19:00:00,2022,WAS,NC,2,3,0,0,False
2022-06-11 20:00:00,2022,LOU,LA,2,3,0,0,False
2022-06-11 20:30:00,2022,KCC,NJY,1,0,0,0,False
2022-06-12 17:00:00,2022,SD,RGN,1,1,0,0,False
2022-06-12 18:00:00,2022,CHI,ORL,1,0,0,0,False
2022-06-12 19:00:00,2022,HOU,POR,0,4,0,0,False
2022-06-17 19:30:00,2022,WAS,LOU,2,2,0,0,False
2022-06-18 20:30:00,2022,KCC,CHI,2,2,0,0,False
2022-06-18 22:00:00,2022,RGN,LA,1,0,0,0,False
2022-06-19 15:00:00,2022,POR,ORL,6,0,0,0,False
2022-06-19 16:00:00,2022,NJY,SD,0,3,0,0,False
2022-06-19 17:00:00,2022,NC,HOU,3,4,0,0,False
2022-07-01 20:30:00,2022,HOU,KCC,1,2,0,0,False
2022-07-01 22:00:00,2022,RGN,NC,2,0,0,0,False
2022-07-01 22:30:00,2022,LA,POR,1,1,0,0,False
2022-07-02 19:00:00,2022,NJY,CHI,0,3,0,0,False
2022-07-03 17:00:00,2022,SD,WAS,2,1,0,0,False
2022-07-03 20:00:00,2022,ORL,LOU,2,2,0,0,False
2022-07-08 19:00:00,2022,ORL,HOU,1,0,0,0,False
2022-07-08 20:00:00,2022,LOU,NJY,1,2,0,0,False
2022-07-09 22:30:00,2022,LA,SD,2,1,0,0,False
2022-07-10 17:00:00,2022,WAS,KCC,0,1,0,0,False
2022-07-10 18:00:00,2022,CHI,NC,2,2,0,0,False
2022-07-10 18:00:00,2022,RGN,POR,2,2,0,0,False
2022-07-15 22:00:00,2022,SD,LOU,0,0,0,0,False
2022-07-16 20:30:00,2022,HOU,CHI,4,1,0,0,False
2022-07-16 22:30:00,2022,POR,NJY,5,0,0,0,False
2022-07-17 17:00:00,2022,WAS,ORL,0,0,0,0,False
2022-07-17 19:00:00,2022,KCC,RGN,1,0,0,0,False
2022-07-29 19:30:00,2022,NC,WAS,3,3,0,0,False
2022-07-29 20:00:00,2022,LOU,POR,1,2,0,0,False
2022-07-30 20:00:00,2022,CHI,SD,0,1,0,0,False
2022-07-30 22:30:00,2022,LA,RGN,2,3,0,0,False
2022-07-31 17:00:00,2022,NJY,HOU,2,4,0,0,False
2022-07-31 19:00:00,2022,KCC,ORL,2,2,0,0,False
2022-08-02 20:00:00,2022,LOU,RGN,1,1,0,0,False
2022-08-05 20:00:00,2022,LOU,WAS,1,1,0,0,False
2022-08-05 22:30:00,2022,POR,NC,3,3,0,0,False
2022-08-07 17:00:00,2022,SD,KCC,1,2,0,0,False
2022-08-07 18:00:00,2022,RGN,HOU,1,2,0,0,False
2022-08-07 18:00:00,2022,CHI,NJY,2,0,0,0,False
2022-08-07 19:00:00,2022,ORL,LA,2,2,0,0,False
2022-08-10 20:30:00,2022,WAS,POR,1,2,0,0,False
2022-08-12 20:30:00,2022,HOU,LOU,0,0,0,0,False
2022-08-13 20:00:00,2022,NC,KCC,3,4,0,0,False
2022-08-13 22:30:00,2022,SD,ORL,0,1,0,0,False
2022-08-14 15:00:00,2022,RGN,NJY,4,1,0,0,False
2022-08-14 20:00:00,2022,LA,CHI,1,0,0,0,False
2022-08-17 20:30:00,2022,HOU,NJY,2,1,0,0,False
2022-08-19 20:00:00,2022,KCC,LA,1,1,0,0,False
2022-08-20 19:00:00,2022,NC,CHI,4,0,0,0,False
2022-08-20 19:00:00,2022,NJY,ORL,1,2,0,0,False
2022-08-20 22:00:00,2022,SD,HOU,3,1,0,0,False
2022-08-24 19:00:00,2022,NC,POR,3,1,0,0,False
2022-08-26 19:30:00,2022,ORL,RGN,1,2,0,0,False
2022-08-27 19:30:00,2022,LOU,CHI,0,4,0,0,False
2022-08-27 20:30:00,2022,HOU,WAS,2,2,0,0,False
2022-08-27 22:30:00,2022,POR,SD,0,2,0,0,False
2022-08-28 17:00:00,2022,NJY,LA,1,3,0,0,False
2022-08-28 19:00:00,2022,KCC,NC,3,2,0,0,False
2022-09-04 17:00:00,2022,NJY,NC,0,1,0,0,False
2022-09-09 19:00:00,2022,ORL,POR,0,2,0,0,False
2022-09-09 22:00:00,2022,RGN,CHI,2,2,0,0,False
2022-09-10 13:00:00,2022,WAS,SD,4,3,0,0,False
2022-09-10 19:00:00,2022,NC,LOU,5,1,0,0,False
2022-09-11 18:00:00,2022,NJY,KCC,0,1,0,0,False
2022-09-11 19:00:00,2022,HOU,LA,1,1,0,0,False
2022-09-14 19:00:00,2022,NC,LA,1,0,0,0,False
2022-09-14 20:00:00,2022,CHI,KCC,4,0,0,0,False
2022-09-16 19:30:00,2022,LOU,ORL,2,0,0,0,False
2022-09-17 19:00:00,2022,WAS,NJY,2,0,0,0,False
2022-09-17 19:30:00,2022,NC,RGN,1,2,0,0,False
2022-09-17 20:00:00,2022,CHI,HOU,0,1,0,0,False
2022-09-17 22:00:00,2022,SD,LA,1,0,0,0,False
2022-09-18 17:00:00,2022,KCC,POR,1,1,0,0,False
2022-09-21 19:00:00,2022,ORL,NC,0,3,0,0,False
2022-09-21 19:00:00,2022,NJY,RGN,0,1,0,0,False
2022-09-21 22:00:00,2022,POR,LOU,3,0,0,0,False
2022-09-21 22:30:00,2022,LA,WAS,2,1,0,0,False
2022-09-24 19:00:00,2022,NC,NJY,3,0,0,0,False
2022-09-24 20:30:00,2022,HOU,RGN,0,2,0,0,False
2022-09-25 16:00:00,2022,POR,CHI,3,0,0,0,False
2022-09-25 17:00:00,2022,KCC,WAS,3,0,0,0,False
2022-09-25 19:00:00,2022,ORL,SD,2,2,0,0,False
2022-09-25 20:00:00,2022,LA,LOU,1,3,0,0,False
2022-09-30 22:00:00,2022,SD,NC,0,0,0,0,False
2022-10-01 18:00:00,2022,NJY,POR,3,3,0,0,False
2022-10-01 19:00:00,2022,WAS,HOU,1,2,0,0,False
2022-10-01 19:30:00,2022,LOU,KCC,1,0,0,0,False
2022-10-01 22:00:00,2022,RGN,ORL,3,0,0,0,False
2022-10-02 18:00:00,2022,CHI,LA,2,0,0,0,False
2022-10-16 17:00:00,2022,HOU,KCC,1,2,0,0,True
2022-10-16 22:00:00,2022,SD,CHI,2,1,0,0,True
2022-10-23 17:00:00,2022,POR,SD,2,1,0,0,True
2022-10-23 19:30:00,2022,RGN,KCC,0,2,0,0,True
2022-10-29 19:59:00,2022,POR,KCC,2,0,0,0,True
2023-03-25 14:00:00,2023,NC,KCC,1,0,0,0,False
2023-03-25 22:00:00,2023,SD,CHI,3,2,0,0,False
2023-03-26 16:00:00,2023,WAS,RGN,1,0,0,0,False
2023-03-26 17:00:00,2023,POR,ORL,4,0,0,0,False
2023-03-26 19:00:00,2023,HOU,LOU,0,0,0,0,False
2023-03-26 21:00:00,2023,LA,NJY,1,2,0,0,False
2023-04-01 12:30:00,2023,KCC,POR,1,4,0,0,False
2023-04-01 14:00:00,2023,CHI,HOU,1,2,0,0,False
2023-04-01 15:00:00,2023,LOU,WAS,2,2,0,0,False
2023-04-01 21:13:00,2023,NJY,RGN,0,2,0,0,False
2023-04-01 22:00:00,2023,SD,NC,3,1,0,0,False
2023-04-02 17:30:00,2023,ORL,LA,1,2,0,0,False
2023-04-14 22:30:00,2023,POR,HOU,1,1,0,0,False
2023-04-15 19:00:00,2023,NC,WAS,1,2,0,0,False
2023-04-15 19:00:00,2023,ORL,NJY,0,2,0,0,False
2023-04-15 20:00:00,2023,CHI,KCC,4,2,0,0,False
2023-04-15 22:00:00,2023,LA,LOU,2,2,0,0,False
2023-04-15 22:00:00,2023,RGN,SD,1,0,0,0,False
2023-04-19 19:00:00,2023 Challenge Cup,ORL,NC,1,1,0,0,False
2023-04-19 19:30:00,2023 Challenge Cup,NJY,WAS,1,0,0,0,False
2023-04-19 19:30:00,2023 Challenge Cup,HOU,KCC,0,2,0,0,False
2023-04-19 22:00:00,2023 Challenge Cup,SD,POR,1,0,0,0,False
2023-04-19 22:00:00,2023 Challenge Cup,LA,RGN,0,2,0,0,False
2023-04-22 15:30:00,2023,RGN,CHI,0,0,0,0,False
2023-04-22 19:00:00,2023,WAS,HOU,0,0,0,0,False
2023-04-22 19:30:00,2023,NJY,NC,0,0,0,0,False
2023-04-22 22:30:00,2023,POR,LOU,0,0,0,0,False
2023-04-23 17:00:00,2023,KCC,ORL,0,0,0,0,False
2023-04-23 20:00:00,2023,LA,SD,0,0,0,0,False
2023-04-28 20:30:00,2023,HOU,NC,0,0,0,0,False
2023-04-29 19:30:00,2023,LOU,RGN,0,0,0,0,False
2023-04-29 20:00:00,2023,CHI,WAS,0,0,0,0,False
2023-04-29 22:00:00,2023,SD,ORL,0,0,0,0,False
2023-04-29 22:30:00,2023,POR,LA,0,0,0,0,False
2023-04-30 18:00:00,2023,KCC,NJY,0,0,0,0,False
2023-05-03 19:00:00,2023 Challenge Cup,NC,NJY,0,0,0,0,False
2023-05-03 20:00:00,2023 Challenge Cup,HOU,CHI,0,0,0,0,False
2023-05-03 22:00:00,2023 Challenge Cup,RGN,LA,0,0,0,0,False
2023-05-06 13:00:00,2023,WAS,SD,0,0,0,0,False
2023-05-06 19:00:00,2023,ORL,LOU,0,0,0,0,False
2023-05-06 19:00:00,2023,NC,POR,0,0,0,0,False
2023-05-06 22:00:00,2023,RGN,HOU,0,0,0,0,False
2023-05-07 18:00:00,2023,CHI,NJY,0,0,0,0,False
2023-05-07 20:00:00,2023,LA,KCC,0,0,0,0,False
2023-05-10 19:30:00,2023 Challenge Cup,WAS,ORL,0,0,0,0,False
2023-05-12 19:30:00,2023,LOU,CHI,0,0,0,0,False
2023-05-12 20:30:00,2023,HOU,POR,0,0,0,0,False
2023-05-13 22:00:00,2023,LA,WAS,0,0,0,0,False
2023-05-14 15:00:00,2023,NC,RGN,0,0,0,0,False
2023-05-14 17:30:00,2023,NJY,ORL,0,0,0,0,False
2023-05-14 18:00:00,2023,KCC,SD,0,0,0,0,False
2023-05-17 19:30:00,2023 Challenge Cup,LOU,KCC,0,0,0,0,False
2023-05-20 19:00:00,2023,ORL,WAS,0,0,0,0,False
2023-05-20 19:00:00,2023,NC,LA,0,0,0,0,False
2023-05-20 20:00:00,2023,KCC,LOU,0,0,0,0,False
2023-05-20 20:30:00,2023,HOU,SD,0,0,0,0,False
2023-05-21 17:00:00,2023,POR,CHI,0,0,0,0,False
2023-05-21 18:00:00,2023,RGN,NJY,0,0,0,0,False
2023-05-26 20:00:00,2023,KCC,HOU,0,0,0,0,False
2023-05-26 22:00:00,2023,SD,POR,0,0,0,0,False
2023-05-27 15:30:00,2023,RGN,LA,0,0,0,0,False
2023-05-27 20:00:00,2023,CHI,ORL,0,0,0,0,False
2023-05-27 20:00:00,2023,LOU,NC,0,0,0,0,False
2023-05-28 17:00:00,2023,WAS,NJY,0,0,0,0,False
2023-05-31 20:00:00,2023 Challenge Cup,CHI,LOU,0,0,0,0,False
2023-05-31 22:00:00,2023 Challenge Cup,SD,RGN,0,0,0,0,False
2023-05-31 22:30:00,2023 Challenge Cup,POR,LA,0,0,0,0,False
2023-06-03 20:00:00,2023,RGN,POR,0,0,0,0,False
2023-06-03 20:00:00,2023,WAS,LOU,0,0,0,0,False
2023-06-03 20:30:00,2023,KCC,NC,0,0,0,0,False
2023-06-03 20:30:00,2023,HOU,ORL,0,0,0,0,False
2023-06-04 17:30:00,2023,NJY,SD,0,0,0,0,False
2023-06-04 20:00:00,2023,LA,CHI,0,0,0,0,False
2023-06-07 19:30:00,2023 Challenge Cup,NJY,ORL,0,0,0,0,False
2023-06-09 20:00:00,2023,LOU,SD,0,0,0,0,False
2023-06-09 20:00:00,2023,CHI,NC,0,0,0,0,False
2023-06-10 19:00:00,2023,WAS,LA,0,0,0,0,False
2023-06-10 20:00:00,2023,CHI,NC,0,0,0,0,False
2023-06-10 22:00:00,2023,RGN,KCC,0,0,0,0,False
2023-06-11 19:00:00,2023,HOU,NJY,0,0,0,0,False
2023-06-11 19:00:00,2023,ORL,POR,0,0,0,0,False
2023-06-14 19:30:00,2023 Challenge Cup,WAS,NC,0,0,0,0,False
2023-06-14 20:00:00,2023 Challenge Cup,KCC,CHI,0,0,0,0,False
2023-06-14 20:00:00,2023 Challenge Cup,LOU,HOU,0,0,0,0,False
2023-06-17 16:00:00,2023,SD,LA,0,0,0,0,False
2023-06-17 19:00:00,2023,NC,ORL,0,0,0,0,False
2023-06-17 20:30:00,2023,HOU,RGN,0,0,0,0,False
2023-06-18 16:00:00,2023,LOU,NJY,0,0,0,0,False
2023-06-18 18:00:00,2023,CHI,POR,0,0,0,0,False
2023-06-18 19:00:00,2023,KCC,WAS,0,0,0,0,False
2023-06-23 22:30:00,2023,POR,WAS,0,0,0,0,False
2023-06-24 19:00:00,2023,NC,LOU,0,0,0,0,False
2023-06-24 19:00:00,2023,ORL,KCC,0,0,0,0,False
2023-06-24 22:00:00,2023,SD,RGN,0,0,0,0,False
2023-06-25 17:30:00,2023,NJY,CHI,0,0,0,0,False
2023-06-25 20:00:00,2023,LA,HOU,0,0,0,0,False
2023-06-28 19:00:00,2023 Challenge Cup,ORL,NJY,0,0,0,0,False
2023-06-28 22:30:00,2023 Challenge Cup,LA,SD,0,0,0,0,False
2023-06-28 22:30:00,2023 Challenge Cup,POR,RGN,0,0,0,0,False
2023-07-01 15:30:00,2023,RGN,LOU,0,0,0,0,False
2023-07-01 19:00:00,2023,WAS,ORL,0,0,0,0,False
2023-07-01 19:30:00,2023,NC,HOU,0,0,0,0,False
2023-07-01 20:00:00,2023,CHI,SD,0,0,0,0,False
2023-07-01 22:00:00,2023,POR,KCC,0,0,0,0,False
2023-07-02 17:30:00,2023,NJY,LA,0,0,0,0,False
2023-07-07 19:00:00,2023,ORL,RGN,0,0,0,0,False
2023-07-07 20:00:00,2023,LOU,KCC,0,0,0,0,False
2023-07-07 20:30:00,2023,HOU,CHI,0,0,0,0,False
2023-07-08 22:00:00,2023,SD,WAS,0,0,0,0,False
2023-07-09 17:30:00,2023,NJY,POR,0,0,0,0,False
2023-07-09 20:00:00,2023,LA,NC,0,0,0,0,False
2023-07-21 19:00:00,2023 Challenge Cup,LOU,CHI,0,0,0,0,False
2023-07-21 22:30:00,2023 Challenge Cup,POR,SD,0,0,0,0,False
2023-07-22 19:00:00,2023 Challenge Cup,NC,WAS,0,0,0,0,False
2023-07-22 20:00:00,2023 Challenge Cup,KCC,HOU,0,0,0,0,False
2023-07-28 19:00:00,2023 Challenge Cup,WAS,NJY,0,0,0,0,False
2023-07-28 22:00:00,2023 Challenge Cup,RGN,SD,0,0,0,0,False
2023-07-29 19:00:00,2023 Challenge Cup,NC,ORL,0,0,0,0,False
2023-07-29 20:00:00,2023 Challenge Cup,CHI,KCC,0,0,0,0,False
2023-07-29 20:30:00,2023 Challenge Cup,HOU,LOU,0,0,0,0,False
2023-07-29 22:00:00,2023 Challenge Cup,LA,POR,0,0,0,0,False
2023-08-04 19:00:00,2023 Challenge Cup,ORL,WAS,0,0,0,0,False
2023-08-04 20:00:00,2023 Challenge Cup,KCC,LOU,0,0,0,0,False
2023-08-05 19:30:00,2023 Challenge Cup,NJY,NC,0,0,0,0,False
2023-08-05 19:30:00,2023 Challenge Cup,SD,LA,0,0,0,0,False
2023-08-05 20:00:00,2023 Challenge Cup,CHI,HOU,0,0,0,0,False
2023-08-06 18:00:00,2023 Challenge Cup,RGN,POR,0,0,0,0,False
2023-08-18 20:00:00,2023,KCC,RGN,0,0,0,0,False
2023-08-19 19:30:00,2023,LOU,LA,0,0,0,0,False
2023-08-19 20:30:00,2023,HOU,WAS,0,0,0,0,False
2023-08-19 22:00:00,2023,SD,NJY,0,0,0,0,False
2023-08-20 19:00:00,2023,ORL,CHI,0,0,0,0,False
2023-08-20 22:30:00,2023,POR,NC,0,0,0,0,False
2023-08-25 19:00:00,2023,ORL,SD,0,0,0,0,False
2023-08-26 20:30:00,2023,HOU,KCC,0,0,0,0,False
2023-08-27 14:00:00,2023,NC,CHI,0,0,0,0,False
2023-08-27 17:00:00,2023,WAS,POR,0,0,0,0,False
2023-08-27 17:30:00,2023,NJY,LOU,0,0,0,0,False
2023-08-27 20:00:00,2023,LA,RGN,0,0,0,0,False
2023-09-01 20:00:00,2023,KCC,LA,0,0,0,0,False
2023-09-02 19:00:00,2023,NC,NJY,0,0,0,0,False
2023-09-02 19:30:00,2023,LOU,POR,0,0,0,0,False
2023-09-03 17:00:00,2023,WAS,CHI,0,0,0,0,False
2023-09-03 18:00:00,2023,RGN,ORL,0,0,0,0,False
2023-09-03 20:00:00,2023,SD,HOU,0,0,0,0,False
2023-09-15 19:30:00,2023,LOU,HOU,0,0,0,0,False
2023-09-16 19:30:00,2023,NJY,WAS,0,0,0,0,False
2023-09-16 22:00:00,2023,SD,KCC,0,0,0,0,False
2023-09-16 22:30:00,2023,POR,RGN,0,0,0,0,False
2023-09-17 18:00:00,2023,CHI,LA,0,0,0,0,False
2023-09-17 19:00:00,2023,ORL,NC,0,0,0,0,False
2023-09-21 22:00:00,2023,LA,ORL,0,0,0,0,False
2023-09-30 19:00:00,2023,WAS,KCC,0,0,0,0,False
2023-09-30 20:00:00,2023,CHI,LOU,0,0,0,0,False
2023-09-30 22:30:00,2023,POR,SD,0,0,0,0,False
2023-10-01 18:30:00,2023,NJY,HOU,0,0,0,0,False
2023-10-01 20:00:00,2023,RGN,NC,0,0,0,0,False
2023-10-06 19:30:00,2023,LOU,ORL,0,0,0,0,False
2023-10-06 22:00:00,2023,RGN,WAS,0,0,0,0,False
2023-10-07 17:00:00,2023,POR,NJY,0,0,0,0,False
2023-10-07 19:00:00,2023,NC,SD,0,0,0,0,False
2023-10-07 20:00:00,2023,KCC,CHI,0,0,0,0,False
2023-10-08 19:00:00,2023,HOU,LA,0,0,0,0,False
2023-10-15 17:00:00,2023,WAS,NC,0,0,0,0,False
2023-10-15 17:00:00,2023,SD,LOU,0,0,0,0,False
2023-10-15 17:00:00,2023,NJY,KCC,0,0,0,0,False
2023-10-15 17:00:00,2023,LA,POR,0,0,0,0,False
2023-10-15 17:00:00,2023,CHI,RGN,0,0,0,0,False
2023-10-15 17:00:00,2023,ORL,HOU,0,0,0,0,False
